Country,PercentResistant,antimicrobial_mg_per_population,prop_antibiotics_sold_without_prescription,kilograms_eggs_per_year_per_capita,expected_schooling_years,ibs_rate_2017,kilograms_meat_per_year_per_capita,kilograms_milk_per_year_per_capita
Mali,Empty,25.48002,Empty,0.316326,7.037,10.8,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.037,9.6,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.037,9.6,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.037,9.6,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.037,9.6,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.647,10.8,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.647,10.8,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.647,10.8,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.647,10.8,11.12084,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.647,9.6,7.500958,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.647,9.6,7.500958,100.6312
Mali,Empty,25.48002,Empty,0.316326,7.647,9.6,11.12084,39.77662
Mali,Empty,25.48002,Empty,0.316326,7.647,9.6,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.037,10.8,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.037,10.8,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.037,10.8,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.037,10.8,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.037,9.6,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.037,9.6,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.037,9.6,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.037,9.6,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.647,10.8,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.647,10.8,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.647,10.8,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.647,10.8,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.647,9.6,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.647,9.6,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.489619,7.647,9.6,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.489619,7.647,9.6,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.037,10.8,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.037,10.8,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.037,10.8,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.037,10.8,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.037,9.6,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.037,9.6,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.037,9.6,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.037,9.6,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.647,10.8,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.647,10.8,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.647,10.8,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.647,10.8,11.12084,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.647,9.6,7.500958,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.647,9.6,7.500958,100.6312
Mali,Empty,30.64287,Empty,0.316326,7.647,9.6,11.12084,39.77662
Mali,Empty,30.64287,Empty,0.316326,7.647,9.6,11.12084,100.6312
Malta,Empty,57.22128,Empty,12.95378,15.861,66.3,66.04108,284.1351
Marshall Islands,Empty,Empty,Empty,11.59158,16.386,26.2,122.7069,43.35954
Mauritania,Empty,35.61663,Empty,1.466795,8.052,13.0,32.71633,105.0361
Mauritius,Empty,10.65216,Empty,8.543424,14.61,19.1,61.23975,144.8411
Mexico,Empty,70.67738,Empty,21.33444,14.505,27.9,76.85157,124.2791
Micronesia,Empty,143.532,Empty,5.57,12.615,26.3,64.79,20.21
Micronesia,Empty,143.532,Empty,5.57,12.615,26.3,64.79,8.847797
Micronesia,Empty,143.532,Empty,5.57,12.615,26.3,63.52291,20.21
Micronesia,Empty,143.532,Empty,5.57,12.615,26.3,63.52291,8.847797
Micronesia,Empty,143.532,Empty,5.274061,12.615,26.3,64.79,20.21
Micronesia,Empty,143.532,Empty,5.274061,12.615,26.3,64.79,8.847797
Micronesia,Empty,143.532,Empty,5.274061,12.615,26.3,63.52291,20.21
Micronesia,Empty,143.532,Empty,5.274061,12.615,26.3,63.52291,8.847797
Moldova,Empty,51.53367,Empty,10.1069,14.906,99.4,35.42888,90.98945
Monaco,Empty,Empty,Empty,Empty,18.692,Empty,Empty,Empty
Mongolia,Empty,252.7873,Empty,6.593973,14.517,29.7,132.2609,241.7088
Montenegro,Empty,90.20159,Empty,14.83404,15.085,163.5,90.21832,402.5595
Morocco,Empty,20.16377,Empty,8.148039,14.594,28.5,31.5887,34.64924
Mozambique,Empty,14.44418,Empty,0.494701,10.725,9.8,11.1661,2.241297
Myanmar,Empty,91.84039,Empty,1.985484,12.061,15.9,20.23783,8.214057
Namibia,Empty,22.40118,Empty,0.986058,11.76,10.4,24.79359,56.34746
Nauru,Empty,Empty,Empty,14.37312,12.561,Empty,115.6388,94.75973
Nepal,48.2866,102.8166,Empty,1.963487,12.645,14.0,17.26019,41.61359
Netherlands,Empty,20.83366,Empty,32.45106,18.583,69.6,63.85246,264.072
New Caledonia,Empty,109.6712,Empty,10.17896,Empty,Empty,83.36047,133.4575
New Zealand,Empty,9.997013,Empty,10.24583,19.682,148.2,87.50379,128.4467
Nicaragua,Empty,49.12637,Empty,4.738482,12.583,27.1,33.55134,138.4793
Niger,Empty,24.47315,Empty,0.238142,7.186,11.1,7.858674,34.26133
Niger,Empty,24.47315,Empty,0.238142,7.186,11.1,7.858674,4.808572
Niger,Empty,24.47315,Empty,0.238142,7.186,11.1,7.452798,34.26133
Niger,Empty,24.47315,Empty,0.238142,7.186,11.1,7.452798,4.808572
Niger,Empty,24.47315,Empty,0.238142,7.186,11.8,7.858674,34.26133
Niger,Empty,24.47315,Empty,0.238142,7.186,11.8,7.858674,4.808572
Niger,Empty,24.47315,Empty,0.238142,7.186,11.8,7.452798,34.26133
Niger,Empty,24.47315,Empty,0.238142,7.186,11.8,7.452798,4.808572
Niger,Empty,24.47315,Empty,0.238142,10.514,11.1,7.858674,34.26133
Niger,Empty,24.47315,Empty,0.238142,10.514,11.1,7.858674,4.808572
Niger,Empty,24.47315,Empty,0.238142,10.514,11.1,7.452798,34.26133
Niger,Empty,24.47315,Empty,0.238142,10.514,11.1,7.452798,4.808572
Niger,Empty,24.47315,Empty,0.238142,10.514,11.8,7.858674,34.26133
Niger,Empty,24.47315,Empty,0.238142,10.514,11.8,7.858674,4.808572
Niger,Empty,24.47315,Empty,0.238142,10.514,11.8,7.452798,34.26133
Niger,Empty,24.47315,Empty,0.238142,10.514,11.8,7.452798,4.808572
Niger,Empty,24.47315,Empty,2.663812,7.186,11.1,7.858674,34.26133
Niger,Empty,24.47315,Empty,2.663812,7.186,11.1,7.858674,4.808572
Niger,Empty,24.47315,Empty,2.663812,7.186,11.1,7.452798,34.26133
Niger,Empty,24.47315,Empty,2.663812,7.186,11.1,7.452798,4.808572
Niger,Empty,24.47315,Empty,2.663812,7.186,11.8,7.858674,34.26133
Niger,Empty,24.47315,Empty,2.663812,7.186,11.8,7.858674,4.808572
Niger,Empty,24.47315,Empty,2.663812,7.186,11.8,7.452798,34.26133
Niger,Empty,24.47315,Empty,2.663812,7.186,11.8,7.452798,4.808572
Niger,Empty,24.47315,Empty,2.663812,10.514,11.1,7.858674,34.26133
Niger,Empty,24.47315,Empty,2.663812,10.514,11.1,7.858674,4.808572
Niger,Empty,24.47315,Empty,2.663812,10.514,11.1,7.452798,34.26133
Niger,Empty,24.47315,Empty,2.663812,10.514,11.1,7.452798,4.808572
Niger,Empty,24.47315,Empty,2.663812,10.514,11.8,7.858674,34.26133
Niger,Empty,24.47315,Empty,2.663812,10.514,11.8,7.858674,4.808572
Niger,Empty,24.47315,Empty,2.663812,10.514,11.8,7.452798,34.26133
Niger,Empty,24.47315,Empty,2.663812,10.514,11.8,7.452798,4.808572
Niger,Empty,24.62592,Empty,0.238142,7.186,11.1,7.858674,34.26133
Niger,Empty,24.62592,Empty,0.238142,7.186,11.1,7.858674,4.808572
Niger,Empty,24.62592,Empty,0.238142,7.186,11.1,7.452798,34.26133
Niger,Empty,24.62592,Empty,0.238142,7.186,11.1,7.452798,4.808572
Niger,Empty,24.62592,Empty,0.238142,7.186,11.8,7.858674,34.26133
Niger,Empty,24.62592,Empty,0.238142,7.186,11.8,7.858674,4.808572
Niger,Empty,24.62592,Empty,0.238142,7.186,11.8,7.452798,34.26133
Niger,Empty,24.62592,Empty,0.238142,7.186,11.8,7.452798,4.808572
Niger,Empty,24.62592,Empty,0.238142,10.514,11.1,7.858674,34.26133
Niger,Empty,24.62592,Empty,0.238142,10.514,11.1,7.858674,4.808572
Niger,Empty,24.62592,Empty,0.238142,10.514,11.1,7.452798,34.26133
Niger,Empty,24.62592,Empty,0.238142,10.514,11.1,7.452798,4.808572
Niger,Empty,24.62592,Empty,0.238142,10.514,11.8,7.858674,34.26133
Niger,Empty,24.62592,Empty,0.238142,10.514,11.8,7.858674,4.808572
Niger,Empty,24.62592,Empty,0.238142,10.514,11.8,7.452798,34.26133
Niger,Empty,24.62592,Empty,0.238142,10.514,11.8,7.452798,4.808572
Niger,Empty,24.62592,Empty,2.663812,7.186,11.1,7.858674,34.26133
Niger,Empty,24.62592,Empty,2.663812,7.186,11.1,7.858674,4.808572
Niger,Empty,24.62592,Empty,2.663812,7.186,11.1,7.452798,34.26133
Niger,Empty,24.62592,Empty,2.663812,7.186,11.1,7.452798,4.808572
Niger,Empty,24.62592,Empty,2.663812,7.186,11.8,7.858674,34.26133
Niger,Empty,24.62592,Empty,2.663812,7.186,11.8,7.858674,4.808572
Niger,Empty,24.62592,Empty,2.663812,7.186,11.8,7.452798,34.26133
Niger,Empty,24.62592,Empty,2.663812,7.186,11.8,7.452798,4.808572
Niger,Empty,24.62592,Empty,2.663812,10.514,11.1,7.858674,34.26133
Niger,Empty,24.62592,Empty,2.663812,10.514,11.1,7.858674,4.808572
Niger,Empty,24.62592,Empty,2.663812,10.514,11.1,7.452798,34.26133
Niger,Empty,24.62592,Empty,2.663812,10.514,11.1,7.452798,4.808572
Niger,Empty,24.62592,Empty,2.663812,10.514,11.8,7.858674,34.26133
Niger,Empty,24.62592,Empty,2.663812,10.514,11.8,7.858674,4.808572
Niger,Empty,24.62592,Empty,2.663812,10.514,11.8,7.452798,34.26133
Niger,Empty,24.62592,Empty,2.663812,10.514,11.8,7.452798,4.808572
Niue,Empty,5347.229,Empty,Empty,Empty,Empty,Empty,Empty
North Macedonia,100.0,111.3654,Empty,6.746444,13.005,Empty,48.13525,162.711
Northern Mariana Islands,Empty,Empty,Empty,Empty,Empty,34.5,Empty,Empty
Norway,Empty,4.339035,Empty,12.29913,18.638,274.4,71.94246,174.4983
Oman,65.35433,75.25929,Empty,11.86105,12.964,140.2,43.4002,235.8181
Oman,65.35433,75.25929,Empty,11.86105,12.964,140.2,43.4002,222.8425
Oman,65.35433,75.25929,Empty,11.86105,12.964,140.2,69.63445,235.8181
Oman,65.35433,75.25929,Empty,11.86105,12.964,140.2,69.63445,222.8425
Oman,65.35433,75.25929,Empty,11.86105,12.964,27.6,43.4002,235.8181
Oman,65.35433,75.25929,Empty,11.86105,12.964,27.6,43.4002,222.8425
Oman,65.35433,75.25929,Empty,11.86105,12.964,27.6,69.63445,235.8181
Oman,65.35433,75.25929,Empty,11.86105,12.964,27.6,69.63445,222.8425
Oman,65.35433,75.25929,Empty,11.86105,14.508,140.2,43.4002,235.8181
Oman,65.35433,75.25929,Empty,11.86105,14.508,140.2,43.4002,222.8425
Oman,65.35433,75.25929,Empty,11.86105,14.508,140.2,69.63445,235.8181
Oman,65.35433,75.25929,Empty,11.86105,14.508,140.2,69.63445,222.8425
Oman,65.35433,75.25929,Empty,11.86105,14.508,27.6,43.4002,235.8181
Oman,65.35433,75.25929,Empty,11.86105,14.508,27.6,43.4002,222.8425
Oman,65.35433,75.25929,Empty,11.86105,14.508,27.6,69.63445,235.8181
Oman,65.35433,75.25929,Empty,11.86105,14.508,27.6,69.63445,222.8425
Oman,65.35433,75.25929,Empty,13.37507,12.964,140.2,43.4002,235.8181
Oman,65.35433,75.25929,Empty,13.37507,12.964,140.2,43.4002,222.8425
Oman,65.35433,75.25929,Empty,13.37507,12.964,140.2,69.63445,235.8181
Oman,65.35433,75.25929,Empty,13.37507,12.964,140.2,69.63445,222.8425
Oman,65.35433,75.25929,Empty,13.37507,12.964,27.6,43.4002,235.8181
Oman,65.35433,75.25929,Empty,13.37507,12.964,27.6,43.4002,222.8425
Oman,65.35433,75.25929,Empty,13.37507,12.964,27.6,69.63445,235.8181
Oman,65.35433,75.25929,Empty,13.37507,12.964,27.6,69.63445,222.8425
Oman,65.35433,75.25929,Empty,13.37507,14.508,140.2,43.4002,235.8181
Oman,65.35433,75.25929,Empty,13.37507,14.508,140.2,43.4002,222.8425
Oman,65.35433,75.25929,Empty,13.37507,14.508,140.2,69.63445,235.8181
Oman,65.35433,75.25929,Empty,13.37507,14.508,140.2,69.63445,222.8425
Oman,65.35433,75.25929,Empty,13.37507,14.508,27.6,43.4002,235.8181
Oman,65.35433,75.25929,Empty,13.37507,14.508,27.6,43.4002,222.8425
Oman,65.35433,75.25929,Empty,13.37507,14.508,27.6,69.63445,235.8181
Oman,65.35433,75.25929,Empty,13.37507,14.508,27.6,69.63445,222.8425
Oman,65.35433,59.42219,Empty,11.86105,12.964,140.2,43.4002,235.8181
Oman,65.35433,59.42219,Empty,11.86105,12.964,140.2,43.4002,222.8425
Oman,65.35433,59.42219,Empty,11.86105,12.964,140.2,69.63445,235.8181
Oman,65.35433,59.42219,Empty,11.86105,12.964,140.2,69.63445,222.8425
Oman,65.35433,59.42219,Empty,11.86105,12.964,27.6,43.4002,235.8181
Oman,65.35433,59.42219,Empty,11.86105,12.964,27.6,43.4002,222.8425
Oman,65.35433,59.42219,Empty,11.86105,12.964,27.6,69.63445,235.8181
Oman,65.35433,59.42219,Empty,11.86105,12.964,27.6,69.63445,222.8425
Oman,65.35433,59.42219,Empty,11.86105,14.508,140.2,43.4002,235.8181
Oman,65.35433,59.42219,Empty,11.86105,14.508,140.2,43.4002,222.8425
Oman,65.35433,59.42219,Empty,11.86105,14.508,140.2,69.63445,235.8181
Oman,65.35433,59.42219,Empty,11.86105,14.508,140.2,69.63445,222.8425
Oman,65.35433,59.42219,Empty,11.86105,14.508,27.6,43.4002,235.8181
Oman,65.35433,59.42219,Empty,11.86105,14.508,27.6,43.4002,222.8425
Oman,65.35433,59.42219,Empty,11.86105,14.508,27.6,69.63445,235.8181
Oman,65.35433,59.42219,Empty,11.86105,14.508,27.6,69.63445,222.8425
Oman,65.35433,59.42219,Empty,13.37507,12.964,140.2,43.4002,235.8181
Oman,65.35433,59.42219,Empty,13.37507,12.964,140.2,43.4002,222.8425
Oman,65.35433,59.42219,Empty,13.37507,12.964,140.2,69.63445,235.8181
Oman,65.35433,59.42219,Empty,13.37507,12.964,140.2,69.63445,222.8425
Oman,65.35433,59.42219,Empty,13.37507,12.964,27.6,43.4002,235.8181
Oman,65.35433,59.42219,Empty,13.37507,12.964,27.6,43.4002,222.8425
Oman,65.35433,59.42219,Empty,13.37507,12.964,27.6,69.63445,235.8181
Oman,65.35433,59.42219,Empty,13.37507,12.964,27.6,69.63445,222.8425
Oman,65.35433,59.42219,Empty,13.37507,14.508,140.2,43.4002,235.8181
Oman,65.35433,59.42219,Empty,13.37507,14.508,140.2,43.4002,222.8425
Oman,65.35433,59.42219,Empty,13.37507,14.508,140.2,69.63445,235.8181
Oman,65.35433,59.42219,Empty,13.37507,14.508,140.2,69.63445,222.8425
Oman,65.35433,59.42219,Empty,13.37507,14.508,27.6,43.4002,235.8181
Oman,65.35433,59.42219,Empty,13.37507,14.508,27.6,43.4002,222.8425
Oman,65.35433,59.42219,Empty,13.37507,14.508,27.6,69.63445,235.8181
Oman,65.35433,59.42219,Empty,13.37507,14.508,27.6,69.63445,222.8425
Pakistan,49.60762,101.1734,Empty,3.7159,7.895,15.9,20.4181,110.6158
Palau,Empty,Empty,Empty,Empty,17.22,Empty,Empty,Empty
Palestine,Empty,94.70892,Empty,Empty,13.155,30.2,Empty,Empty
Panama,Empty,54.56314,Empty,7.823857,13.214,29.1,78.8797,49.8583
Paraguay,Empty,54.19864,Empty,17.78318,13.911,50.0,32.27653,66.07761
Peru,Empty,64.92041,Empty,11.21918,14.805,9.5,55.21098,83.6302
Philippines,25.17483,116.3298,Empty,5.647939,12.783,13.2,35.55058,29.75055
Poland,Empty,68.81839,Empty,5.575844,15.935,189.7,84.74869,198.1657
Portugal,Empty,87.356,Empty,11.71325,16.821,47.3,97.03857,181.23
Puerto Rico,Empty,50.39188,Empty,Empty,Empty,8.3,Empty,Empty
Qatar,Empty,53.69376,Empty,19.05475,13.264,40.1,82.75074,109.7722
Russia,Empty,75.59826,Empty,16.66023,15.662,101.2,81.22361,151.5723
Rwanda,Empty,20.63861,Empty,0.302762,11.384,9.8,6.287355,12.73618
Saint Kitts And Nevis,Empty,368.5401,Empty,4.895423,18.407,Empty,91.524,28.14868
Saint Lucia,Empty,110.9345,Empty,5.60321,12.71,7.1,92.36745,58.58724
Saint Vincent And The Grenadines,Empty,239.5675,Empty,5.387857,16.253,6.5,126.6503,119.6023
Samoa,Empty,51.45422,Empty,1.642523,12.436,32.5,108.4168,38.83172
Samoa,Empty,51.45422,Empty,1.642523,12.436,30.7,108.4168,38.83172
San Marino,Empty,Empty,Empty,Empty,12.403,Empty,Empty,Empty
Sao Tome And Principe,Empty,164.7467,Empty,0.713347,12.664,12.7,21.42052,13.73445
Saudi Arabia,61.1465,42.53524,Empty,10.6368,15.172,25.4,66.25371,70.91579
Senegal,Empty,19.64031,Empty,3.561178,9.145,11.4,20.7392,16.88371
Serbia,Empty,52.55658,Empty,13.33428,14.504,156.2,79.36766,205.299
Seychelles,Empty,9496.926,Empty,10.23994,13.892,20.1,65.45881,103.7989
Sierra Leone,Empty,17.48354,Empty,1.455635,9.016,10.6,9.856725,7.205391
Singapore,Empty,64.36674,Empty,Empty,16.903,36.9,Empty,Empty
Slovakia,Empty,21.54904,Empty,9.867697,14.722,176.1,62.49542,185.5581
Slovenia,Empty,12.80332,Empty,8.739005,17.407,189.3,60.57173,192.5688
Solomon Islands,Empty,118.342,Empty,0.834546,10.301,24.6,14.94765,8.058005
South Africa,53.40184,22.21957,Empty,6.855614,14.264,11.2,62.58389,49.97685
Spain,Empty,78.77776,Empty,14.80602,17.809,48.7,104.1691,173.5954
Sri Lanka,Empty,75.82385,Empty,3.719166,13.642,15.1,11.39652,44.64912
Sudan,Empty,23.85392,Empty,0.0,8.502,24.0,21.44772,197.5052
Sudan,Empty,23.85392,Empty,0.0,8.502,24.0,21.44772,85.48409
Sudan,Empty,23.85392,Empty,0.0,8.502,24.0,18.36684,197.5052
Sudan,Empty,23.85392,Empty,0.0,8.502,24.0,18.36684,85.48409
Sudan,Empty,23.85392,Empty,0.0,8.502,10.5,21.44772,197.5052
Sudan,Empty,23.85392,Empty,0.0,8.502,10.5,21.44772,85.48409
Sudan,Empty,23.85392,Empty,0.0,8.502,10.5,18.36684,197.5052
Sudan,Empty,23.85392,Empty,0.0,8.502,10.5,18.36684,85.48409
Sudan,Empty,23.85392,Empty,0.0,5.635,24.0,21.44772,197.5052
Sudan,Empty,23.85392,Empty,0.0,5.635,24.0,21.44772,85.48409
Sudan,Empty,23.85392,Empty,0.0,5.635,24.0,18.36684,197.5052
Sudan,Empty,23.85392,Empty,0.0,5.635,24.0,18.36684,85.48409
Sudan,Empty,23.85392,Empty,0.0,5.635,10.5,21.44772,197.5052
Sudan,Empty,23.85392,Empty,0.0,5.635,10.5,21.44772,85.48409
Sudan,Empty,23.85392,Empty,0.0,5.635,10.5,18.36684,197.5052
Sudan,Empty,23.85392,Empty,0.0,5.635,10.5,18.36684,85.48409
Sudan,Empty,23.85392,Empty,1.19598,8.502,24.0,21.44772,197.5052
Sudan,Empty,23.85392,Empty,1.19598,8.502,24.0,21.44772,85.48409
Sudan,Empty,23.85392,Empty,1.19598,8.502,24.0,18.36684,197.5052
Sudan,Empty,23.85392,Empty,1.19598,8.502,24.0,18.36684,85.48409
Sudan,Empty,23.85392,Empty,1.19598,8.502,10.5,21.44772,197.5052
Sudan,Empty,23.85392,Empty,1.19598,8.502,10.5,21.44772,85.48409
Sudan,Empty,23.85392,Empty,1.19598,8.502,10.5,18.36684,197.5052
Sudan,Empty,23.85392,Empty,1.19598,8.502,10.5,18.36684,85.48409
Sudan,Empty,23.85392,Empty,1.19598,5.635,24.0,21.44772,197.5052
Sudan,Empty,23.85392,Empty,1.19598,5.635,24.0,21.44772,85.48409
Sudan,Empty,23.85392,Empty,1.19598,5.635,24.0,18.36684,197.5052
Sudan,Empty,23.85392,Empty,1.19598,5.635,24.0,18.36684,85.48409
Sudan,Empty,23.85392,Empty,1.19598,5.635,10.5,21.44772,197.5052
Sudan,Empty,23.85392,Empty,1.19598,5.635,10.5,21.44772,85.48409
Sudan,Empty,23.85392,Empty,1.19598,5.635,10.5,18.36684,197.5052
Sudan,Empty,23.85392,Empty,1.19598,5.635,10.5,18.36684,85.48409
Sudan,Empty,27.02198,Empty,0.0,8.502,24.0,21.44772,197.5052
Sudan,Empty,27.02198,Empty,0.0,8.502,24.0,21.44772,85.48409
Sudan,Empty,27.02198,Empty,0.0,8.502,24.0,18.36684,197.5052
Sudan,Empty,27.02198,Empty,0.0,8.502,24.0,18.36684,85.48409
Sudan,Empty,27.02198,Empty,0.0,8.502,10.5,21.44772,197.5052
Sudan,Empty,27.02198,Empty,0.0,8.502,10.5,21.44772,85.48409
Sudan,Empty,27.02198,Empty,0.0,8.502,10.5,18.36684,197.5052
Sudan,Empty,27.02198,Empty,0.0,8.502,10.5,18.36684,85.48409
Sudan,Empty,27.02198,Empty,0.0,5.635,24.0,21.44772,197.5052
Sudan,Empty,27.02198,Empty,0.0,5.635,24.0,21.44772,85.48409
Sudan,Empty,27.02198,Empty,0.0,5.635,24.0,18.36684,197.5052
Sudan,Empty,27.02198,Empty,0.0,5.635,24.0,18.36684,85.48409
Sudan,Empty,27.02198,Empty,0.0,5.635,10.5,21.44772,197.5052
Sudan,Empty,27.02198,Empty,0.0,5.635,10.5,21.44772,85.48409
Sudan,Empty,27.02198,Empty,0.0,5.635,10.5,18.36684,197.5052
Sudan,Empty,27.02198,Empty,0.0,5.635,10.5,18.36684,85.48409
Sudan,Empty,27.02198,Empty,1.19598,8.502,24.0,21.44772,197.5052
Sudan,Empty,27.02198,Empty,1.19598,8.502,24.0,21.44772,85.48409
Sudan,Empty,27.02198,Empty,1.19598,8.502,24.0,18.36684,197.5052
Sudan,Empty,27.02198,Empty,1.19598,8.502,24.0,18.36684,85.48409
Sudan,Empty,27.02198,Empty,1.19598,8.502,10.5,21.44772,197.5052
Sudan,Empty,27.02198,Empty,1.19598,8.502,10.5,21.44772,85.48409
Sudan,Empty,27.02198,Empty,1.19598,8.502,10.5,18.36684,197.5052
Sudan,Empty,27.02198,Empty,1.19598,8.502,10.5,18.36684,85.48409
Sudan,Empty,27.02198,Empty,1.19598,5.635,24.0,21.44772,197.5052
Sudan,Empty,27.02198,Empty,1.19598,5.635,24.0,21.44772,85.48409
Sudan,Empty,27.02198,Empty,1.19598,5.635,24.0,18.36684,197.5052
Sudan,Empty,27.02198,Empty,1.19598,5.635,24.0,18.36684,85.48409
Sudan,Empty,27.02198,Empty,1.19598,5.635,10.5,21.44772,197.5052
Sudan,Empty,27.02198,Empty,1.19598,5.635,10.5,21.44772,85.48409
Sudan,Empty,27.02198,Empty,1.19598,5.635,10.5,18.36684,197.5052
Sudan,Empty,27.02198,Empty,1.19598,5.635,10.5,18.36684,85.48409
Suriname,Empty,51.81121,Empty,5.90099,10.959,6.5,58.43468,36.12993
Sweden,Empty,5.42308,Empty,13.38871,19.037,98.4,68.46247,216.0904
Switzerland,9.090909,19.72536,Empty,12.61537,16.584,94.8,66.28783,303.9418
Syria,Empty,88.99445,Empty,3.821802,7.419,28.8,16.33131,76.08144
Taiwan,Empty,111.919,Empty,16.31314,Empty,Empty,90.32929,59.15171
Tajikistan,Empty,89.30186,Empty,3.929416,10.861,32.9,35.08128,92.42925
Tanzania,Empty,21.61365,Empty,2.591091,8.586,10.0,11.93319,35.7186
Thailand,39.47001,337.7773,Empty,11.82369,15.581,14.8,25.91616,28.80462
Timor-Leste,Empty,Empty,Empty,Empty,13.242,Empty,Empty,Empty
Togo,Empty,17.36265,Empty,2.190335,12.962,10.4,10.37732,5.042636
Tonga,Empty,147.6218,Empty,3.336419,16.287,30.0,150.2406,53.77941
Trinidad And Tobago,Empty,40.5739,Empty,5.066238,14.101,6.5,64.12119,76.29039
Tunisia,Empty,22.305,Empty,7.095983,14.62,32.2,30.82063,102.0863
Turkey,Empty,68.7383,Empty,9.80275,19.685,43.6,45.85727,189.6048
Turkmenistan,Empty,115.282,Empty,11.39363,13.241,31.9,52.4587,114.1408
Tuvalu,Empty,Empty,Empty,9.330864,12.102,Empty,77.08694,23.13512
Uganda,Empty,20.96775,Empty,0.788946,11.496,9.2,9.587189,29.87009
Ukraine,Empty,57.90405,Empty,15.562,13.328,112.3,46.38618,141.8666
United Arab Emirates,8.450704,52.43877,Empty,11.27358,17.208,28.7,76.70278,120.5803
United Kingdom,Empty,15.60899,Empty,9.139245,17.634,449.6,83.25328,208.9055
United States,Empty,30.60352,Empty,15.74897,16.413,Empty,121.7128,228.1323
Uruguay,Empty,73.39216,Empty,14.64641,17.352,45.0,64.44014,226.56
Uzbekistan,Empty,83.21526,Empty,12.20032,11.993,31.8,42.0123,259.1106
Vanuatu,Empty,99.78377,Empty,2.577917,11.812,25.6,36.88404,21.98013
Venezuela,Empty,54.22483,Empty,5.998797,13.502,25.3,37.05611,93.24217
Vietnam,Empty,124.1683,Empty,3.713503,Empty,19.8,52.75736,36.65238
Virgin Islands,Empty,Empty,Empty,Empty,Empty,7.7,Empty,Empty
Yemen,Empty,52.33308,Empty,1.49869,7.935,23.4,14.14058,23.07982
Zambia,Empty,18.67087,Empty,2.781207,11.018,8.8,17.96858,7.280802
Zimbabwe,Empty,21.34658,Empty,1.117215,11.026,8.8,57.49594,27.94053
